attack,model,eps,f1_macro,f1_drop,recall,recall_drop,fpr,fpr_rise,false_alerts_per_hour,ppv_deploy,n
gaussian_noise,logreg,0.01,0.5928735277862358,0.0003695781813631949,0.8616921665839161,-0.0006613546393902103,0.18710445880588747,0.003543474798125096,44905.07011341299,0.011892776365882346,5
gaussian_noise,logreg,0.05,0.5711803524359795,0.022062753531619496,0.8408353894659365,0.020195422478589475,0.18806204443986607,0.004501060432103699,45134.89066556786,0.011749049653446014,5
gaussian_noise,logreg,0.1,0.5516247262976919,0.041618379669907245,0.8150541579360349,0.04597665400849105,0.21622927394418984,0.03266828993642745,51895.025746605555,0.008266517850950048,5
gaussian_noise,logreg,0.25,0.492407970925348,0.10083513504225103,0.7234184176338758,0.13761239431065003,0.2600860855675032,0.07652510155974082,62420.66053620076,0.006311594538884445,5
gaussian_noise,logreg,0.5,0.441286294939943,0.15195681102765604,0.6387323127215843,0.22229849922294168,0.3762570839027521,0.19269609989498976,90301.70013666051,0.003478692275286017,5
gaussian_noise,mlp,0.0,0.700036070449301,0.0,0.9516921643108198,0.0,0.45284118450077393,0.0,108681.88428018575,0.004727885854196758,5
gaussian_noise,mlp,0.01,0.6998046979322391,0.00023137251706200067,0.9516743259540783,1.7838356741406436e-05,0.4535913147391614,0.0007501302383874809,108861.91553739875,0.004716213998916814,5
gaussian_noise,mlp,0.05,0.6997355287583142,0.00030054169098683305,0.9522708993010289,-0.0005787349902091066,0.4536947532372011,0.0008535687364270905,108886.74077692826,0.0047079969645612675,5
gaussian_noise,mlp,0.1,0.6945709708776382,0.00546509957166279,0.9529890088676705,-0.001296844556850818,0.45484343801029803,0.0020022535095241324,109162.42512247156,0.004710733206904271,5
gaussian_noise,mlp,0.25,0.6683074624003273,0.031728608048973726,0.9463668553807686,0.00532530893005112,0.46848517399259465,0.01564398949182074,112436.44175822273,0.0044777114288909,5
gaussian_noise,mlp,0.5,0.5994056853481907,0.10063038510111036,0.9012834456086765,0.05040871870214332,0.5001756119885787,0.04733442748780475,120042.1468772589,0.003913850610135798,5
gaussian_noise,rf,0.0,0.6768009007658111,0.0,0.9049184138133273,0.0,0.3019516192825963,0.0,72468.38862782312,0.00846785641676583,5
